old value	new value
L. R. Almodovar, V. M. Rosado & I. Lopez	L. R. Almodovar, V. M. Rosado, I. Lopez
L. R. Almodovar, V. M. Rosado and I. Lopez	L. R. Almodovar, V. M. Rosado, I. Lopez
L. R. Almodovar, V. M. Rosado, and I. Lopez	L. R. Almodovar, V. M. Rosado, I. Lopez
L. R. Almodovar, V. M. Rosado, I. Lopez	L. R. Almodovar, V. M. Rosado, I. Lopez
L. R. Almodovar, V. M. Rosado, I. Lopez, D. Rosado & P. Lopez	L. R. Almodovar, V. M. Rosado, I. Lopez, D. Rosado, P. Lopez
L. R. Almodovar, V. M. Rosado, I. Lopez, D. Rosado, P. Lopez	L. R. Almodovar, V. M. Rosado, I. Lopez, D. Rosado, P. Lopez
L. R. Almodovar, V. M. Rosado, I. Lopez, J. M. Munoza, D. Pesante	L. R. Almodovar, V. M. Rosado, I. Lopez, J. M. Munoza, D. Pesante
L. R. Almodovar, V. M. Rosado, and J. J. Irizarry	L. R. Almodovar, V. M. Rosado, J. J. Irizarry
L. R. Almodovar, V. M. Rosado, Juan J. Irizarry	L. R. Almodovar, V. M. Rosado, J. J. Irizarry
L. R. Almodovar, V. Rivas	L. R. Almodovar, V. Rivas
L. R. Almodovar, V. Rivas, C. Diaz	L. R. Almodovar, V. Rivas, C. Diaz
L. R. Almodovar, V. and F. Rivas	L. R. Almodovar, V. Rivas, F. Rivas
L. R. Almodovar, V. Rivas, F. Rivas	L. R. Almodovar, V. Rivas, F. Rivas
L. R. Almodovar, V. Rosado, J. Gonzalez, Capt. Felix & Wilson Irrizarry	L. R. Almodovar, V. Rosado, J. Gonzalez, Captain Felix, Wilson Irrizarry
L. R. Almodovar, V. Rosado, J. Gonzalez, Captain Felix, Wilson Irrizarry	L. R. Almodovar, V. Rosado, J. Gonzalez, Captain Felix, Wilson Irrizarry
L. R. Almodovar, Victor M. Rosado	L. R. Almodovar, Victor M. Rosado
L. R. Blinks	L. R. Blinks
L. R. Holdridge	L. R. Holdridge
L. R. van Niekerk	L. R. van Niekerk
L. R. van Niekirk	L. R. van Niekerk
L. R. van Wiekerk	L. R. van Niekerk
L. R. van Niekerk, A. V. Duthie	L. R. van Niekerk, A. V. Duthie
L. R. van Niekirk, A. V. Duthie	L. R. van Niekerk, A. V. Duthie
L. Rabenhorst	L. Rabenhorst
L. Rechinger	L. Rechinger
L. S. Rosenbaum	L. S. Rosenbaum
L. T. Findley	L. T. Findley
L. Whitlock, M. C. Benz	L. Whitlock, M. C. Benz
Lamour	Lamour
Laura Huerta M	Laura Huerta M.
Laura Nahm, Laura Nahm	Laura Nahm
Lauterbade	Lauterbade
Lauterborn	Lauterborn
Lawrence A. Doore	Lawrence A. Doore
Lawrence J. King	Lawrence J. King
Lawrence M. Jones	Lawrence M. Jones
Lawrence M. and Mildred H. Jones	Lawrence M. Jones, Mildred H. Jones
Lawrence M. Jones, Mildred H. Jones	Lawrence M. Jones, Mildred H. Jones
Layher	Layher
Le Egerod	Le Egerod
Le Grande	Le Grande
Le Jolis	Le Jolis
Lebrer Hilfe	Lebrer Hilfe
Miss Leighton	Leighton
Leila M. Shultz, John S. Shultz	Leila M. Shultz, John S. Shultz
Lenora Watson	Lenora Watson
Lenore M. Bravo	Lenore M. Bravo
Lenormand	Lenormand
Lenormand, Hohenacker	Lenormand, Hohenacker
Lenormand, J. Chauvin	Lenormand, J. Chauvin
Lenormand, Pelvet, J. Chauvin	Lenormand, Pelvet, J. Chauvin
Leonard boodle	Leonard Boodle
Leonard Horowitz	Leonard Horowitz
Leonard Horwitz	Leonard Horowitz
Leonard Matthews	Leonard Matthews
Leonhard	Leonhardi
Leonhardi	Leonhardi
Lervola	Lervola
Leslie W. Scattergood	Leslie W. Scattergood
Letterstedt	Letterstedt
Lewis S. R'	Lewis S. Rose
Lewis S. Rose	Lewis S. Rose
Lewis S. Rosenbaum	Lewis S. Rosenbaum
Dr. Liebetrut	Liebetrut
Liebmann	Liebmann
Lichtenstem	Liechtenstern
Liechtenstern	Liechtenstern
Prof. Lilljeborg	Lilljeborg
Lin Yu Tai	Lin Yu Tai
Linda Hardison, S. Sujndberg, M. Lavin, A. Whittemore, K. Bear	Linda Hardison, S. Sundberg, M. Lavin, A. Whittemore, K. Bear
Lindauer	Lindauer
Lindauer, Papenfuss	Lindauer, Papenfuss
Lindheim	Lindheimer
Lindheimer	Lindheimer
Liomo	Liomo
Lipman	Lipman
Liua Varlrulmen	Liua Varlrulmen
Lodge	Lodge
Lodge, G. F. Papenfuss	Lodge, G. F. Papenfuss
Lois Egerod	Lois Egerod
Lois Eubank	Lois Eubank
Lois Eubank Egerod	Lois Eubank Egerod
Lois L. Eubank	Lois L. Eubank
Lois L. Eubank, A. D. Conger	Lois L. Eubank, A. D. Conger
Lois L. Eubank, A. D. Conger, Chris Holmes	Lois L. Eubank, A. D. Conger, Chris Holmes
Lois L. Eubank, Kruckeberg	Lois L. Eubank, Kruckeberg
Lorez	Lorez
Louie G. Williams	Louis G. Williams
Louis C. Williams	Louis G. Williams
Louis G. Williams	Louis G. Williams
Louis Williams	Louis Williams
Lowe	Lowe
Lucy B. Moore	Lucy B. Moore
Lucy B. More	Lucy B. Moore
Lucy B. Moore, G. F. Papenfuss	Lucy B. Moore, G. F. Papenfuss
Lucy B. More, G. F. Papenfuss	Lucy B. Moore, G. F. Papenfuss
Lucy B. Moore, Nancy Adams, G. F. Papenfuss	Lucy B. Moore, Nancy Adams, G. F. Papenfuss
Lucy M. Cramwell	Lucy M. Cranwell
Lucy M. Cranwell	Lucy M. Cranwell
Luey M. Cranwell	Lucy M. Cranwell
Ludov	Ludov Dufour
Ludov Dufour	Ludov Dufour
Lugduno-Batavo	Lugdun, Batavo
Luis R. Almodovar	Luis R. Almodovar
Luis R. Almodovar, V. M. Rosado, and Juan J. Irizarry	Luis R. Almodovar
Luis R. Almodovar, B. Moncion, and F. Geraldes	Luis R. Almodovar, B. Moncion, F. Geraldes
Luis R. Almodovar, B. Moncion, F. Geraldes	Luis R. Almodovar, B. Moncion, F. Geraldes
Luis R. Almodovar, D. Princz	Luis R. Almodovar, D. Princz
Luis R. Almodóvar, F. Pagán	Luis R. Almodovar, F. Pagan
Luis R. Almodovar, Fco. Pagan	Luis R. Almodovar, F. Pagan
Luis R. Almodóvar, Fco. Pagán	Luis R. Almodovar, F. Pagan
Luis R. Almodovar, F. Pagan, B & C. Cutress	Luis R. Almodovar, F. Pagan, B. Cutress, C. Cutress
Luis R. Almodovar, F. Pagan, B. & C. Cutress	Luis R. Almodovar, F. Pagan, B. Cutress, C. Cutress
Luis R. Almodovar, F. Pagán, B. & C. Cutress	Luis R. Almodovar, F. Pagan, B. Cutress, C. Cutress
Luis R. Almodovar, F. Pagan, B. and C. Cutress	Luis R. Almodovar, F. Pagan, B. Cutress, C. Cutress
Luis R. Almodovar, Fco. Pagan, B. & C. Cutress	Luis R. Almodovar, F. Pagan, B. Cutress, C. Cutress
Luis R. Almodovar, Fco. Pagan, B. Cutress, C. Cutress	Luis R. Almodovar, F. Pagan, B. Cutress, C. Cutress
Luis R. Almodovar, F. Pagan, D. Rosado	Luis R. Almodovar, F. Pagan, D. Rosado
Luis R. Almodovar, F. Pagan, V. M. Rosado, Herbert and Sheila Austin, J. Rees, and Captain Fredericks	Luis R. Almodovar, F. Pagan, V. M. Rosado, Herbert Austin, Sheila Austin, J. Rees, Captain Fredericks
Luis R. Almodovar, F. Pagan, V. M. Rosado, J. Irizarry	Luis R. Almodovar, F. Pagan, V. M. Rosado, J. J. Irizarry
Luis R. Almodovar, F. Pagan, V. M. Rosado, J. J. Irizarry	Luis R. Almodovar, F. Pagan, V. M. Rosado, J. J. Irizarry
Luis R. Almodovar, F. Pagan, V. M. Rosado, Juan J. Irizarry and Captain Felix, H. Austin	Luis R. Almodovar, F. Pagan, V. M. Rosado, Juan J. Irizarry, H. Austin and Captain Felix
Luis R. Almodovar, F. Pagán, V. M. Rosado, Juan J. Irizarry and Captain Felix, H. Austin	Luis R. Almodovar, F. Pagan, V. M. Rosado, Juan J. Irizarry, H. Austin and Captain Felix
Luis R. Almodóvar, F. Pagán, V. M. Rosado, Juan J. Irizarry and Captain Felix, H. Austin	Luis R. Almodovar, F. Pagan, V. M. Rosado, Juan J. Irizarry, H. Austin and Captain Felix
Luis R. Almodovar, H. Austin, S. Austin, J. Gonzalez, V. M. Rosado, and J. J. Irizarry	Luis R. Almodovar, H. Austin, S. Austin, J. Gonzalez, V. M. Rosado, J. J. Irizarry
Luis R. Almodovar, Idelissa Bonnelly and students of CIBIMA	Luis R. Almodovar, Idelissa Bonnelly, students of CIBIMA
Luis R. Almodovar, Idelissa Bonnelly and the students of CIBIMA	Luis R. Almodovar, Idelissa Bonnelly, students of CIBIMA
Luis R. Almodovar, J. J. Irizarry, V. M. Rosado, W. Irizarry, and Captain Felix	Luis R. Almodovar, J. J. Irizarry, V. M. Rosado, W. Irizarry, Captain Felix
Luis R. Almodovar, J. J. Irizarry, V. M. Rosado, W. Irizarry, Captain Felix	Luis R. Almodovar, J. J. Irizarry, V. M. Rosado, W. Irizarry, Captain Felix
Luis R. Almodovar, M. Montero, F. Geraldes	Luis R. Almodovar, M. Montero, F. Geraldes
Luis R. Almodovar, M. Montero, M. Garcia & R. Geraldes	Luis R. Almodovar, M. Montero, M. Garcia, F. Geraldes
Luis R. Almodovar, M. Montero, M. Garcia, and F. Geraldes	Luis R. Almodovar, M. Montero, M. Garcia, F. Geraldes
Luis R. Almodovar, M. Montero, M. Garcia, F. Geraldes	Luis R. Almodovar, M. Montero, M. Garcia, F. Geraldes
Luis R. Almodovar, M. Rosasdo, Juan J. Irizzary	Luis R. Almodovar, M. Rosasdo, Juan J. Irizzary
Luis R. almodovar, V. M. Rosado	Luis R. Almodovar, V. M. Rosado
Luis R. Almodóvar, V. M. Rosado	Luis R. Almodovar, V. M. Rosado
Luis R. Almodovar, V. M. Rosado, I. Lopez	Luis R. Almodovar, V. M. Rosado, I. Lopez
Luis R. Almodovar, V. M. Rosado, I. Lopez, D. Rosado, P. Lopez	Luis R. Almodovar, V. M. Rosado, I. Lopez, D. Rosado, P. Lopez
Luis R. Almodovar, V. M. Rosado, J. J. Irizarry	Luis R. Almodovar, V. M. Rosado, J. J. Irizarry
Luis R. Almodovar, V. M. Rosado, J. J. Irizarry, P. J. Ramos	Luis R. Almodovar, V. M. Rosado, J. J. Irizarry, P. J. Ramos
Luis R. Almodovar, V. M. Rosado, J. J. Irizarry, W. Irizarry, and Captain Felix	Luis R. Almodovar, V. M. Rosado, J. J. Irizarry, W. Irizarry, Captain Felix
Luis R. Almodovar, V. M. Rosado & Juan J. Irizarry	Luis R. Almodovar, V. M. Rosado, Juan J. Irizarry
Luis R. Almodovar, V. M. Rosado, and Juan J. Irizarry	Luis R. Almodovar, V. M. Rosado, Juan J. Irizarry
Luis R. Almodovar, V. M. Rosado, Juan J. Irizarry	Luis R. Almodovar, V. M. Rosado, Juan J. Irizarry
Luis R. Almodovar, V. M. Rosado, J. J. Irizarry, and P. J. Ramos	Luis R. Almodovar, V. M. Rosado, Juan J. Irizarry, P. J. Ramos
Luis R. Almodovar, V. M. Rosado, Juan J. Irizarry, P. J. Ramos	Luis R. Almodovar, V. M. Rosado, Juan J. Irizarry, P. J. Ramos
Luis R. Almodovar, Victor M. Rosado	Luis R. Almodovar, Victor M. Rosado
Luis R. Almodovar, Victor Rodado, F. Pagan, Juan Irizarry and Captain Felix	Luis R. Almodovar, Victor Rodado, F. Pagan, Juan Irizarry and Captain Felix
Luis R. Almodovar, Victor Rosado, F. Pagán, Juan Irizarry and Captain Felix	Luis R. Almodovar, Victor Rosado, F. Pagan, Juan Irizarry and Captain Felix
Lychako	Lychako
Mr. Lychako	Lychako
lyngbye	Lyngbye
Lyon	Lyon
M. A. Barber	M. A. Barber
M. A. Booth	M. A. Booth
M. A. Brammer	M. A. Brammer
M. A. Curtis	M. A. Curtis
M. A. Howe	M. A. Howe
M. A. Machris	M. A. Machris
M. A. Marchis	M. A. Machris
M. A. Marchis, E. Yale Dawson	M. A. Machris, E. Yale Dawson
M. A. Pocock	M. A. Pocock
M. A. Pocock, M. A. Pocock	M. A. Pocock
M. A. Pocock and G. F. Papenfuss	M. A. Pocock, G. F. Papenfuss
M. A. Pocock and G. F. Papenfuss, G. F. Papenfuss	M. A. Pocock, G. F. Papenfuss
M. A. Pocock, G. F. Papenfuss	M. A. Pocock, G. F. Papenfuss
M. A. Pocock, L. E. Egerod	M. A. Pocock, L. E. Egerod
M. A. Pocock, Lois Egerod	M. A. Pocock, Lois Egerod
M. Anzi	M. Anzi
M. Beleze	M. Beleze
Marg. Beleze	M. Beleze
M. Bester, A. V. Duthie	M. Bester, A. V. Duthie
M. Botteri	M. Botteri
M. C. Corydon	M. C. Corydon
Miss M. C. Reynolds	M. C. Reynolds
Miss. M. C. Reynolds	M. C. Reynolds
M. Cabrera	M. Cabrera
M. Cappelli	M. Cappelli
M. Cerame-Vivas	M. Cerame-Vivas
M. Cerame-Vivas, J. González Liboy	M. Cerame-Vivas, J. Gonzalez Liboy
M. Chacana	M. Chacana
M. Cruz	M. Cruz
M. D. Ellis	M. D. Ellis
M. D. Guiry	M. D. Guiry
M. D. Guiry, C. F. Foran	M. D. Guiry, C. F. Foran
M. de Robillard	M. de Robillard
M. de Rohillard	M. de Robillard
M. De Villiers	M. de Villiers
M. de Vries	M. de Vries
M Diaz-Piferrer	M. Diaz-Piferrer
M. Diaz Piferrer	M. Diaz-Piferrer
M. Díaz Piferrer	M. Diaz-Piferrer
M. Diaz Pigerrer	M. Diaz-Piferrer
M. Diaz- Pigerrer	M. Diaz-Piferrer
M. Diaz-Peferrer	M. Diaz-Piferrer
M. Diaz-Piferrer	M. Diaz-Piferrer
M. Diáz-Piferrer	M. Diaz-Piferrer
M. Díaz-Piferrer	M. Diaz-Piferrer
M. Diáz-Piferrers	M. Diaz-Piferrer
M. Diaz-Pigener	M. Diaz-Piferrer
M. Diaz Piferrer, Aylthon B. Joly	M. Diaz-Piferrer, Aylthon B. Joly
M. Diaz-Piferrer, Aylthon B. Joly	M. Diaz-Piferrer, Aylthon B. Joly
M. Diáz-Piferrer, Aylthon B. Joly	M. Diaz-Piferrer, Aylthon B. Joly
M. Díaz-Piferrer, Aylthon B. Joly	M. Diaz-Piferrer, Aylthon B. Joly
M. Dick	M. Dick
M. Doello Jurado	M. Doello Jurado
M. Donovan	M. Donovan
M. Donze	M. Donze
M. Doty	M. Doty
M. Doty, E. Menez	M. Doty, E. Menez
M. Doty, G. T. Velasquez	M. Doty, G. T. Velasquez
M. E. Chacana	M. E. Chacana
M. E. Rademan, A. V. Duthie	M. E. Rademan, A. V. Duthie
M. E. Ramirez	M. E. Ramirez
M. E. Ramírez	M. E. Ramirez
M. E. Ramírez, E. Villouta	M. E. Ramirez, E. Villouta
M. E. Ramírez, R. Westermeier	M. E. Ramirez, R. Westermeier
M. Eliana	M. Eliana
M. Eliana Ramirez	M. Eliana Ramirez
M. Eliana Ramírez	M. Eliana Ramirez
M. Eloise Butler	M. Eloise Butler
M. Eyan	M. Eysn
M. Eysn	M. Eysn
M. F. Mörzer	M. F. Morzer
M. Foslie	M. Foslie
M. G. Fanning	M. G. Fanning
M. G. Hamel	M. G. Hamel
M. G. Hamels	M. G. Hamel
M. G. Hamel and A. Hamel-Joukov	M. G. Hamel, A. Hamel-Joukov
M. G. Hamel, A. Hamel-Joukov	M. G. Hamel, A. Hamel-Joukov
M. G. Hamel, Mme. A. Hamel-Joukov	M. G. Hamel, A. Hamel-Joukov
M. G. Sauvageau	M. G. Sauvageau
M. G. Thuret	M. G. Thuret
M. Gandoger	M. Gandoger
M. Gómez	M. Gomez
M. Guadagno	M. Guadagno
M. H. Bray	M. H. Bray
M. H. Dick	M. H. Dick
M. H. Jacobs	M. H. Jacobs
M. H. Lown	M. H. Lown
M. H. Lowv	M. H. Lown
M. H. Loww	M. H. Lown
M. Hall	M. Hall
M. Hall and S. Blair	M. Hall, S. Blair
M. Hall and S. Blair, S. Blair	M. Hall, S. Blair
M. Hall, S. Blair	M. Hall, S. Blair
M. Has	M. Has
M. Hireo	M. Hiroe
M. Hiroe	M. Hiroe
M. Hodgkins	M. Hodgkins
M. J. Greenberg	M. J. Greenberg
M. J. Maas Geesteranus	M. J. Maas Geesteranus
M. J. Parson	M. J. Parsons
M. J. Parsons	M. J. Parsons
M. J. Uys, A. V. Duthie	M. J. Uys, A. V. Duthie
M. J. Wynne	M. J. Wynne
M. Jones	M. Jones
M. Jones, L. Jones, Josephine E. Tilden	M. Jones, L. Jones, Josephine E. Tilden
M. Kajimura	M. Kajimura
M. Kappelli	M. Kappelli
M. Koie	M. Koie
M. Køie	M. Koie
M. Kojimura	M. Kojimura
M. Kujimuna	M. Kojimura
M. Kunn, A. V. Duthie	M. Kunn, A. V. Duthie
M. L. Lohman, A. J. Bernatowicz	M. L. Lohman, A. J. Bernatowicz
M. Lasner	M. Lasner
M. Lloyd	M. Lloyd
M. Lusina	M. Lusina
M. M. Brooks	M. M. Brooks
M. M. Brooks, S. C. Brooks	M. M. Brooks, S. C. Brooks
M. M. Mackay, F. Honnor	M. M. Mackay, F. Honnor
M. N. Jernegan	M. N. Jernegan
M. Nagai	M. Nagai
M. Neushul	M. Neushul
M. Noda	M. Noda
M. O. Hall, D. Liberatore	M. O. Hall, D. Liberatore
M. O. Hall, J. Prentice	M. O. Hall, J. Prentice
M. O. Hall, M. Mitchell	M. O. Hall, M. Mitchell
M. O. Hall, R. Berg	M. O. Hall, R. Berg
M. O. Malte	M. O. Malte
M. O. P. Iyengar	M. O. P. Iyengar
M. P. Binot	M. P. Binot
M. P. Cook	M. P. Cook
M. P. de Vos	M. P. de Vos
M. P. deVos	M. P. de Vos
M. P. de Vos, A. V. Duthie	M. P. de Vos, A. V. Duthie
M. P. Good	M. P. Good
M. Priscu	M. Priscu
M. r.d. Mewe	M. R. D. Mewe
M. Ramirez	M. Ramirez
M. Ramírez	M. Ramirez
M. Ramos	M. Ramos
M. Ramos and G. Edano	M. Ramos, G. Edano
M. Ramos, G. Edano	M. Ramos, G. Edano
M. Ramos, G. Edaño	M. Ramos, G. Edano
M. Reed	M. Reed
M. Roftod	M. Roftod
M. Rostock	M. Rostock
Mag. Rostock	M. Rostock
M. S. Clemens	M. S. Clemens
M. S. Doty	M. S. Doty
M.S. Doty	M. S. Doty
M. S. Markle	M. S. Markle
M. S. Snyder	M. S. Snyder
M. Sik	M. Sik
M. Solovyev	M. Solovyev
M. Stolp	M. Stolp
M. T. Cruz	M. T. Cruz
M. T. Martin	M. T. Martin
M .Tago	M. Tago
M. Tago	M. Tago
M. Tatewaki, K. Takahashi	M. Tatewaki, K. Takahashi
M. Togo	M. Togo
M. van As	M. van As
M. van Litsenborgh	M. van Litsenborgh
Father M. Vanoverbergh	M. Vanoverbergh
M. Vanoverbergh	M. Vanoverbergh
M. W. Jernegan	M. W. Jernegan
M. Wille	M. Wille
M. Wynne	M. Wynne
Mabel Riley Simpson	Mabel Riley Simpson
Madsen	Madsen
Malinda Koliki	Malinda Kahiki
Malinda Kahiki, Minnie Reed	Malinda Kahiki, Minnie Reed
Malinverni	Malinverni
Malinverni, Cesati	Malinverni, Cesati
Malme	Malme
Mr. Mandon	Mandon
Mangyan	Mangyan
Manning and family	Manning, R. Grimm and family
Manning and family, R. Grimm	Manning, R. Grimm and family
Manuel Quiros Calvo	Manuel Quiros Calvo
Maraji Naga Safforo	Maraji Nagari-Sapporo
Maraji Nagai-Sapporo	Maraji Nagari-Sapporo
Maraji Nagari-Sapporo	Maraji Nagari-Sapporo
Marc A. Baker	Marc A. Baker
Dr. Marchant	Marchant
Marchant	Marchant
Dr. Marcucci	Marcucci
Marcucci	Marcucci
Marcus E. Jones	Marcus E. Jones
Margaret Amsler	Margaret Amsler
Margaret Fox	Margaret Fox
Margaret Shaw	Margaret Shaw
Margaretha Purcell	Margaretha Purcell
Margarita Albornoz	Margarita Albornoz
Margarita Pagan, F. Pagan	Margarita Pagan, F. Pagan
Margarita Pagan, Fco. Pagan	Margarita Pagan, F. Pagan
Margery C. Carlson	Margery C. Carlson
Mari	Mari
Maria Eliana Ramírez	Maria Eliana Ramirez
Maria Eliana Ramírez, Eduardo Villouta	Maria Eliana Ramirez, Eduardo Villouta
Maria L. Owen	Maria L. Owen
Maria Sole	Maria Sole
María Solé	Maria Sole
Mario Sole	Maria Sole
Maria Sole-Paola Pardo	Maria Sole, Paola Parpo
Maria Sole, Paola Parpo	Maria Sole, Paola Parpo
Maria Virginia Sanchez-Puerta	Maria Virginia Sanchez-Puerta
Mariano	Mariano
Mariano, et. al.	Mariano
Marie Eysn	Marie Eysn
Marie Neal	Marie Neal
Marine Eco. Bot. Class	Marine Ecological Botany Class
Marine Ecological Botany Class	Marine Ecological Botany Class
Mario Lusina	Mario Lusina
Marion B. Duncan	Marion B. Duncan
Marjorie Thomason	Marjorie Thomason
Mark Littler, I. A. Abbott	Mark Littler, I. A. Abbott
Marra	Marra
Marshall A. Howe	Marshall A. Howe
Mrshall A. Howe	Marshall A. Howe
Marsulle	Marsulle
Martens	Martens
Martha Hannam Bell	Martha Hannam Bell
Marten	Martin
Martin	Martin
Martyn	Martin
Martin Cardenas, Humberto Gandarillas	Martin Cardenas, Humberto Gandarillas
Martin L. Grant	Martin L. Grant
Martin W. Johnson	Martin W. Johnson
Martmann	Martmann
Mary J. Westfall	Mary J. Westfall
Mary J. Westfell	Mary J. Westfell
Mary J. Westwall	Mary J. Westfell
Mary Jessup-Hood	Mary Jessup-Hood
Mary S. Snyder	Mary S. Snyder
Mary Strong Clemens	Mary Strong Clemens
Mary Wyatt	Mary Wyatt
Masao Ohno	Masao Ohno
Masazi Nagai	Masazi Nagai
Mason	Mason
Mathieson, Meñez	Mathieson, Menez
Matilda Mollenhauer Brooks	Matilda Mollenhauer Brooks
Matzdorff	Matzdorff
Maurice Gomont	Maurice Gomont
Maurice A. Machsis	Maurine A. Mashris
Mauriel A. Machis	Maurine A. Mashris
Maurine A. Mashris	Maurine A. Mashris
Max Chacana	Max Chacana
Max E. Chacana	Max E. Chacana
Max E. Chacana and P. C. Silva	Max E. Chacana, P. C. Silva
Max H. Hommersand	Max H. Hommersand
Maximo Cerame-Vivas	Maximo Cerame-Vivas
Maxwell S. Doty	Maxwell S. Doty
Maxwell S. Doty, J. Newhouse	Maxwell S. Doty, J. Newhouse
Maxwell S. Doty, Jan Newhouse	Maxwell S. Doty, Jan Newhouse
Maxwell S. Doty, Newhouse	Maxwell S. Doty, Newhouse
McCalla	McCalla
McDougal	McDougal
Meåller	Mealler
Melvin A. Brannon	Melvin A. Brannon
Meneghin	Meneghini
Meneghini	Meneghini
Menez	Menez
Meñez	Menez
Menez, Cherif	Menez, Cherif
Meñez, Cherif	Menez, Cherif
Meñez, Cherif, Delashaw	Menez, Cherif, Delashaw
Meñez, Mathieson	Menez, Mathieson
Merle J. Raymond	Merle J. Raymond
Merton B. Waite	Merton B. Waite
Miss Messina	Messina
Mettenius	Mettenius
Mettenuis	Mettenuis
Michael F. Doyle	Michael F. Doyle
Michel Gandoger	Michel Gandoger
Michitaro Higashi	Michitaro Higashi
Michitars Higashi	Michitaro Higashi
Miguel Bang	Miguel Bang
Dr. Milde	Milde
Mildred H. Jones	Mildred H. Jones
Mildred Jones	Mildred H. Jones
Milford	Milford
Miller	Miller
Minne Reed	Minnie Reed
Minnie Reed	Minnie Reed
Miss Minnie Reed	Minnie Reed
Minnie Reed, Duke Kahanamoku	Minnie Reed, Duke Kahanamoku
Minnie Reed, Kehoikai	Minnie Reed, Kehoikai
Minnie Reed, Tilton	Minnie Reed, Tilton
Mip E. Forbes	Mip E. Forbes
Misaki	Misaki
Mitchitaro Higashi	Mitchitaro Higashi
Mitsuo	Mitsuo
Mitssuo Chihara	Mitsuo Chihara
Mitsuo Chihara	Mitsuo Chihara
Mitsuo Kajimura	Mitsuo Kajimura
Mohamed Nar	Mohamed Nar
Mohamed Nar.	Mohamed Nar
Mohammed	Mohammed
Mohammed Nizamuddin	Mohammed Nizamuddin
Monachus Augustinus Daldini	Monachus Augustinus Daldini
Monica Warall	Monica Warall
Montemartini	Montemartini
Moore	Moore
Morong	Morong
Mortain	Mortain
Moseley	Moseley
Moser	Moser
Apa, Minnie Reed	Mrs. Apa, Minnie Reed
Mrs. Curtiss	Mrs. Curtiss
Mrs. E. A. Willa	Mrs. E. A. Willa
Mrs. F. A. Curtis	Mrs. F. A. Curtis
Mrs. G. A. Hall	Mrs. G. A. Hall
Mrs. Griffiths	Mrs. Griffiths
Mrs. H. A. Cochrane	Mrs. H. A. Cochrane
Mrs. Hall	Mrs. Hall
Mrs. Joseph Clemens	Mrs. Joseph Clemens
Mrs. K. T. Jones	Mrs. K. T. Jones
Mrs. Kaae	Mrs. Kaae
Mrs. Kaapana	Mrs. Kaapana
Mrs. L. F. Ford	Mrs. L. F. Ford
Mrs. M. A. Booth	Mrs. M. A. Booth
Mrs. Marchant	Mrs. Marchant
Mrs. P Willa	Mrs. P. Willa
Mrs. P. Willa	Mrs. P. Willa
Mrs. P. Willa, G. F. Papenfuss	Mrs. P. Willa, G. F. Papenfuss
Mrs. Wehl	Mrs. Wehl
Ms. Cowels	Ms. Cowels
Dr. Mueller	Mueller
Mueller	Mueller
Mujabe & Sturgis	Mujabe, Sturgis
Muller	Muller
Müller	Muller
Myrna Holland	Myrna Holland
Dr. N. A. Pedicino	N. A. Pedicino
N. Benjamini	N. Benjamini
N. C. Bunker, R. Ocampo	N. C. Bunker, R. Ocampo
N. C. Fassett	N. C. Fassett
N. Contarini	N. Contarini
N. E. Suedelius	N. E. Suedelius
N. Eiseman	N. Eiseman
N. Eisenman	N. Eiseman
N. Eiseman, M. Hall & S. Blair	N. Eiseman, M. Hall, S. Blair
N. Eiseman, M. Hall and S. Blair	N. Eiseman, M. Hall, S. Blair
N. Eiseman, M. Hall, S. Blair	N. Eiseman, M. Hall, S. Blair
N. Eisenman, M. Hall & S. Blair	N. Eiseman, M. Hall, S. Blair
N. G. H	N. G. H
N. G. W. Lagerstedt	N. G. W. Lagerstedt
N. Gist Gee	N. Gist Gee
N. H. Nicherson	N. H. Nickerson
N. H. Nickerson	N. H. Nickerson
N. H. Nickerson, B. Kessler, D. Sammons	N. H. Nickerson, B. Kessler, D. Sammons
N. H. Nickerson, D. Sammons	N. H. Nickerson, D. Sammons
N. Hartz	N. Hartz
N. Heard, J. Painter, F. A. Barkley	N. Heard, J. Painter, F. A. Barkley
N. Hjalmar Nilsson	N. Hjalmar Nilsson
N. Hofman Bang	N. Hofman Bang
N. j. Eiseman	N. J. Eiseman
N. J. Eisman	N. J. Eiseman
N. J. Eiseman, M. Flake	N. J. Eiseman, M. Flake
N. J. Eiseman, R. Berg	N. J. Eiseman, R. Berg
N. J. Eiseman, W. Meinert	N. J. Eiseman, W. Meinert
N. J. Scheutz	N. J. Scheutz
N. J. v.d. Mowe	N. J. V. D. Mowe
N. L. Britton	N. L. Britton
N. L. Britton, E. G. Britton, Percy Wilson	N. L. Britton, E. G. Britton, Percy Wilson
N. L. Britton, Percy Wilson, A. D. Selby	N. L. Britton, Percy Wilson, A. D. Selby
N. L. Gardner	N. L. Gardner
N. L. Gardner, R. E. Gardner	N. L. Gardner, R. E. Gardner
N. L. Huff	N. L. Huff
N. L. Nicholson	N. L. Nicholson
N. L. Stevens, E. S. Miller	N. L. Stevens, E. S. Miller
N. M. Adams	N. M. Adams
N. M. Rush	N. M. Rush
N. Mex	N. Mex
N. Newman	N. Newman
N. P. B. Nelson	N. P. B. Nelson
N. Pike	N. Pike
N. Ritter	N. Ritter
N. S.	N. S.
N. S. W.	N. S. W.
N. Tazassov	N. Tazassov
